id,transaction,android_id,slip_number,order_type,payment_method,items_json,total,status,source,table_number,customer_name,is_unpaid,order_mode,created_at,updated_at
641,"{""id"": 599, ""order_detail"": {""id"": 641, ""slip_number"": ""9740797"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": ""2"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""149.00"", ""completed_at"": ""2026-05-20T12:32:14.066195+08:00"", ""order"": 641}",,9740797,TAKE_OUT,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}]",149.00,COMPLETED,walk-in,2,,False,REGULAR,2026-06-04T03:46:25.722991+08:00,2026-06-04T03:46:25.722991+08:00
642,"{""id"": 603, ""order_detail"": {""id"": 642, ""slip_number"": ""9740798"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""179.00"", ""completed_at"": ""2026-05-20T14:58:02.277179+08:00"", ""order"": 642}",,9740798,TAKE_OUT,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",179.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.719986+08:00,2026-06-04T03:46:25.719986+08:00
643,"{""id"": 600, ""order_detail"": {""id"": 643, ""slip_number"": ""9740799"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""179.00"", ""completed_at"": ""2026-05-20T12:32:53.955320+08:00"", ""order"": 643}",,9740799,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",179.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.711528+08:00,2026-06-04T03:46:25.711528+08:00
644,"{""id"": 601, ""order_detail"": {""id"": 644, ""slip_number"": ""9740800"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 20}, {""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 20}, {""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 3, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""675.20"", ""completed_at"": ""2026-05-20T12:40:47.789194+08:00"", ""order"": 644}",,9740800,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 20}, {""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 20}, {""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 3, ""discount"": 0}]",675.20,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.709519+08:00,2026-06-04T03:46:25.709519+08:00
645,"{""id"": 602, ""order_detail"": {""id"": 645, ""slip_number"": ""9740801"", ""order_type"": ""DELIVERY"", ""payment_method"": ""GCASH"", ""table_number"": """", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}, {""productId"": -1, ""name"": ""Delivery Fee"", ""price"": 30, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""218.00"", ""completed_at"": ""2026-05-20T13:57:50.902383+08:00"", ""order"": 645}",,9740801,DELIVERY,GCASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}, {""productId"": -1, ""name"": ""Delivery Fee"", ""price"": 30, ""quantity"": 1, ""discount"": 0}]",218.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.694044+08:00,2026-06-04T03:46:25.694044+08:00
646,"{""id"": 604, ""order_detail"": {""id"": 646, ""slip_number"": ""9740802"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Only"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Only"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""377.00"", ""completed_at"": ""2026-05-20T15:32:48.822781+08:00"", ""order"": 646}",,9740802,DINE_IN,CASH,"[{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Only"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Only"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",377.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.691044+08:00,2026-06-04T03:46:25.691044+08:00
647,"{""id"": 605, ""order_detail"": {""id"": 647, ""slip_number"": ""9740803"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""416.00"", ""completed_at"": ""2026-05-20T15:51:56.933198+08:00"", ""order"": 647}",,9740803,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 0}]",416.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.683937+08:00,2026-06-04T03:46:25.683937+08:00
648,"{""id"": 606, ""order_detail"": {""id"": 648, ""slip_number"": ""9740804"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 12, ""name"": ""Water - Bottled"", ""price"": 20, ""quantity"": 2, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""418.00"", ""completed_at"": ""2026-05-20T17:45:32.215312+08:00"", ""order"": 648}",,9740804,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 12, ""name"": ""Water - Bottled"", ""price"": 20, ""quantity"": 2, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}]",418.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:25.681939+08:00,2026-06-04T03:46:25.681939+08:00
649,"{""id"": 607, ""order_detail"": {""id"": 649, ""slip_number"": ""9740805"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 3, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""447.00"", ""completed_at"": ""2026-05-20T19:26:44.499960+08:00"", ""order"": 649}",,9740805,TAKE_OUT,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 3, ""discount"": 0}]",447.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.672492+08:00,2026-06-04T03:46:25.672492+08:00
650,"{""id"": 608, ""order_detail"": {""id"": 650, ""slip_number"": ""9740806"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 2, ""name"": ""Rice - Extra"", ""price"": 20, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""40.00"", ""completed_at"": ""2026-05-20T19:26:53.747602+08:00"", ""order"": 650}",,9740806,TAKE_OUT,CASH,"[{""productId"": 2, ""name"": ""Rice - Extra"", ""price"": 20, ""quantity"": 2, ""discount"": 0}]",40.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.663436+08:00,2026-06-04T03:46:25.663436+08:00
651,"{""id"": 609, ""order_detail"": {""id"": 651, ""slip_number"": ""9740807"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""436.00"", ""completed_at"": ""2026-05-20T20:02:28.450836+08:00"", ""order"": 651}",,9740807,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 0}]",436.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:25.660297+08:00,2026-06-04T03:46:25.660297+08:00
652,"{""id"": 610, ""order_detail"": {""id"": 652, ""slip_number"": ""9740808"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""39.00"", ""completed_at"": ""2026-05-20T20:07:33.701245+08:00"", ""order"": 652}",,9740808,DINE_IN,CASH,"[{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}]",39.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.653596+08:00,2026-06-04T03:46:25.653596+08:00
653,"{""id"": 612, ""order_detail"": {""id"": 653, ""slip_number"": ""9740809"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": """", ""items_json"": [{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""39.00"", ""completed_at"": ""2026-05-20T20:50:01.708663+08:00"", ""order"": 653}",,9740809,DINE_IN,GCASH,"[{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}]",39.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.638907+08:00,2026-06-04T03:46:25.638907+08:00
654,"{""id"": 611, ""order_detail"": {""id"": 654, ""slip_number"": ""9740810"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 9, ""name"": ""BBQ - Unli"", ""price"": 149, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""298.00"", ""completed_at"": ""2026-05-20T20:45:48.270984+08:00"", ""order"": 654}",,9740810,TAKE_OUT,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 9, ""name"": ""BBQ - Unli"", ""price"": 149, ""quantity"": 1, ""discount"": 0}]",298.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:25.620503+08:00,2026-06-04T03:46:25.620503+08:00
655,"{""id"": 613, ""order_detail"": {""id"": 655, ""slip_number"": ""9740811"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": """", ""items_json"": [{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""39.00"", ""completed_at"": ""2026-05-20T20:52:46.845807+08:00"", ""order"": 655}",,9740811,DINE_IN,GCASH,"[{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}]",39.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.612658+08:00,2026-06-04T03:46:25.612658+08:00
656,"{""id"": 614, ""order_detail"": {""id"": 656, ""slip_number"": ""9740812"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 2, ""discount"": 0}, {""productId"": 2, ""name"": ""Rice - Extra"", ""price"": 20, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""278.00"", ""completed_at"": ""2026-05-20T21:21:00+08:00"", ""order"": 656}",,9740812,DINE_IN,CASH,"[{""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 2, ""discount"": 0}, {""productId"": 2, ""name"": ""Rice - Extra"", ""price"": 20, ""quantity"": 1}]",278.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.610660+08:00,2026-06-04T03:46:25.610660+08:00
657,"{""id"": 615, ""order_detail"": {""id"": 657, ""slip_number"": ""9740813"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""179.00"", ""completed_at"": ""2026-05-20T21:23:00.987656+08:00"", ""order"": 657}",,9740813,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",179.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:25.604149+08:00,2026-06-04T03:46:25.604149+08:00
658,"{""id"": 616, ""order_detail"": {""id"": 658, ""slip_number"": ""9740814"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 11, ""name"": ""Wings - Only"", ""price"": 119, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""144.00"", ""completed_at"": ""2026-05-20T22:13:13.863969+08:00"", ""order"": 658}",,9740814,DINE_IN,CASH,"[{""productId"": 11, ""name"": ""Wings - Only"", ""price"": 119, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1}]",144.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.592460+08:00,2026-06-04T03:46:25.592460+08:00
659,"{""id"": 617, ""order_detail"": {""id"": 659, ""slip_number"": ""9740815"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""517.00"", ""completed_at"": ""2026-05-20T22:47:44.984737+08:00"", ""order"": 659}",,9740815,DINE_IN,GCASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}]",517.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:25.589465+08:00,2026-06-04T03:46:25.589465+08:00
660,"{""id"": 618, ""order_detail"": {""id"": 660, ""slip_number"": ""9740816"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 4, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""756.00"", ""completed_at"": ""2026-05-21T12:37:13.845012+08:00"", ""order"": 660}",,9740816,DINE_IN,CASH,"[{""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 4, ""discount"": 0}]",756.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:25.581951+08:00,2026-06-04T03:46:25.581951+08:00
661,"{""id"": 619, ""order_detail"": {""id"": 661, ""slip_number"": ""9740817"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""396.00"", ""completed_at"": ""2026-05-21T19:27:09.838489+08:00"", ""order"": 661}",,9740817,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 0}]",396.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.572902+08:00,2026-06-04T03:46:25.572902+08:00
662,"{""id"": 620, ""order_detail"": {""id"": 662, ""slip_number"": ""9740818"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""5"", ""items_json"": [{""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""278.00"", ""completed_at"": ""2026-05-21T19:37:40.119500+08:00"", ""order"": 662}",,9740818,DINE_IN,CASH,"[{""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}]",278.00,COMPLETED,walk-in,5,,False,REGULAR,2026-06-04T03:46:25.569900+08:00,2026-06-04T03:46:25.569900+08:00
663,"{""id"": 627, ""order_detail"": {""id"": 663, ""slip_number"": ""9740819"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Only"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Only"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 1, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""452.00"", ""completed_at"": ""2026-05-21T22:30:15.821080+08:00"", ""order"": 663}",,9740819,DINE_IN,GCASH,"[{""productId"": 10, ""name"": ""Leg - Only"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Only"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 1, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1}]",452.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:25.562139+08:00,2026-06-04T03:46:25.562139+08:00
664,"{""id"": 621, ""order_detail"": {""id"": 664, ""slip_number"": ""9740820"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""318.00"", ""completed_at"": ""2026-05-21T20:15:57.476352+08:00"", ""order"": 664}",,9740820,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2, ""discount"": 0}]",318.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.560130+08:00,2026-06-04T03:46:25.560130+08:00
665,"{""id"": 622, ""order_detail"": {""id"": 665, ""slip_number"": ""9740821"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""159.00"", ""completed_at"": ""2026-05-21T20:35:41.796694+08:00"", ""order"": 665}",,9740821,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}]",159.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:25.554126+08:00,2026-06-04T03:46:25.554126+08:00
